timestamp,coin,signal,confidence
2026-06-06 05:45:30.920091,dogecoin,HOLD,64
2026-06-06 06:12:17.658447,solana,HOLD,64
2026-06-07 06:04:06.468168,XRP,REDUCE,1
2026-06-07 06:23:04.972881,XRP,HOLD,64
2026-06-07 06:42:02.113712,XRP,HOLD,64
2026-06-07 21:33:42.411423,SOL,HOLD,64
2026-06-07 22:15:09.739745,OP,HOLD,64
2026-06-07 22:27:41.647256,ETH,HOLD,64
2026-06-07 22:47:42.741869,BTC,BUY,64
